Sector,Ticket type,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Retail Prices Index,Retail Prices Index (all items),100,103.2,105.6768,110.1152256,114.6299498496,114.74457979945,118.990129252029,125.058625843883,129.935912251794,134.223797356103,137.982063682074,139.499866382577,141.313364645551,144.987512126335,150.787012611388,154.556687926673,158.729718500693,161.110664278203,175.610624063242,199.31805831177968,207.8887348191862,214.54117433340016
