Sector,Ticket type,Year,Fare_Index,YoY_Change,Cumulative_Inflation
Long distance,Off Peak,2022,185.657953053587,3.842356305144956,85.657953053587
Long distance,Off Peak,2023,197.26514124069297,6.251920801774519,97.26514124069297
Long distance,Off Peak,2024,207.71470661731445,5.297218409141758,107.71470661731445
Long distance,Off Peak,2025,219.04955720679845,5.456932142203535,119.04955720679845
Long distance,Other,2004,100,NA,0
Long distance,Other,2005,104.594126287494,4.5941262874940065,4.5941262874940065
Long distance,Other,2006,113.777741663641,8.780240059469808,13.777741663640995
Long distance,Other,2007,125.788512330069,10.556344756723348,25.788512330068997
Long distance,Other,2008,139.527993984164,10.92268395546535,39.527993984164
Long distance,Other,2009,137.606420255687,-1.377195839779,37.606420255687
Long distance,Other,2010,139.329887160527,1.2524611145596367,39.329887160526994
Long distance,Other,2011,150.983263226461,8.363873899149665,50.98326322646099
Long distance,Other,2012,161.063616293901,6.676470525292859,61.06361629390099
Long distance,Other,2013,164.135679604442,1.9073601979327603,64.135679604442
Long distance,Other,2014,165.744589858364,0.9802318775536133,65.74458985836401
Long distance,Other,2015,168.28296958651,1.531500805133461,68.28296958651
Long distance,Other,2016,171.226799672418,1.7493333360715635,71.226799672418
Long distance,Other,2017,173.709500242624,1.4499485915497823,73.70950024262399
Long distance,Other,2018,179.225259946483,3.1752780913853402,79.22525994648299
Long distance,Other,2019,182.715958578539,1.9476599632765628,82.71595857853899
Long distance,Other,2020,184.809267787152,1.145663041640246,84.80926778715201
Long distance,Other,2021,186.314978875921,0.8147378682887038,86.31497887592101
Long distance,Other,2022,NA,NA,NA
Long distance,Other,2023,NA,NA,NA
Long distance,Other,2024,NA,NA,NA
Long distance,Other,2025,NA,NA,NA
Long distance,Season,2004,100,NA,0
Long distance,Season,2005,104.242916547213,4.2429165472129995,4.2429165472129995
Long distance,Season,2006,109.007448838751,4.5706053220221285,9.007448838751003
Long distance,Season,2007,116.134858520676,6.538461139906324,16.134858520676005
Long distance,Season,2008,123.063065940759,5.965657088951926,23.063065940759003
Long distance,Season,2009,135.236053945044,9.891666448603615,35.236053945044006
Long distance,Season,2010,134.758703567919,-0.35297567712155614,34.758703567919014
Long distance,Season,2011,142.885579956343,6.030687572122576,42.88557995634301
Long distance,Season,2012,151.371454831215,5.9389302107775706,51.371454831215004
Long distance,Season,2013,158.264866099422,4.553970413968346,58.264866099421994
Long distance,Season,2014,163.490339159511,3.301726522680251,63.490339159510995
Long distance,Season,2015,167.723113933483,2.5890060512029778,67.723113933483
Long distance,Season,2016,168.851323806648,0.6726621314772546,68.851323806648
Long distance,Season,2017,172.187920633971,1.9760560664266693,72.187920633971
Long distance,Season,2018,177.821945649555,3.2720210539974794,77.821945649555
Long distance,Season,2019,183.595640460679,3.2468966583587915,83.595640460679
Long distance,Season,2020,188.68015949504,2.769411638317172,88.68015949503999
Long distance,Season,2021,193.181186843793,2.3855329361597954,93.181186843793
Long distance,Season,2022,200.377513632423,3.725169570704089,100.37751363242299
Long distance,Season,2023,211.93704390133271,5.768875987809085,111.93704390133271
Long distance,Season,2024,222.17157273684523,4.829041986769054,122.17157273684523
Long distance,Season,2025,232.0046834087358,4.425908567311418,132.0046834087358
Long distance,Super Off Peak,2004,100,NA,0
Long distance,Super Off Peak,2005,105.676071177919,5.676071177918999,5.676071177918999
Long distance,Super Off Peak,2006,110.943730477177,4.984722880536721,10.943730477176999
Long distance,Super Off Peak,2007,115.239327497439,3.871870002735923,15.239327497439007
Long distance,Super Off Peak,2008,124.735668623961,8.240538480002009,24.735668623961004
Long distance,Super Off Peak,2009,132.170557844061,5.960515786798605,32.170557844060994
Long distance,Super Off Peak,2010,133.074482974717,0.6839080846753219,33.074482974717
Long distance,Super Off Peak,2011,139.077261923948,4.510841458892958,39.07726192394799
Long distance,Super Off Peak,2012,147.267165375054,5.888743665074823,47.26716537505399
Long distance,Super Off Peak,2013,153.760489070473,4.409213471911459,53.760489070473
Long distance,Super Off Peak,2014,157.416197969622,2.377534645765522,57.416197969622004
Long distance,Super Off Peak,2015,159.310485762761,1.2033626892097582,59.310485762761004
Long distance,Super Off Peak,2016,160.536406840673,0.7695168789690338,60.53640684067301
Long distance,Super Off Peak,2017,163.850367922112,2.0643050051120175,63.850367922112014
Long distance,Super Off Peak,2018,169.095993114563,3.201472940814228,69.09599311456299
Long distance,Super Off Peak,2019,173.999074375412,2.8995845321581073,73.999074375412
Long distance,Super Off Peak,2020,177.999592231343,2.2991604238650627,77.999592231343
Long distance,Super Off Peak,2021,180.876032177828,1.6159811999718146,80.876032177828
Long distance,Super Off Peak,2022,187.40109292697,3.607476717936236,87.40109292697
Long distance,Super Off Peak,2023,198.42904397091596,5.8846780836243795,98.42904397091596
Long distance,Super Off Peak,2024,208.27362675907003,4.961261008543188,108.27362675907003
Long distance,Super Off Peak,2025,218.0736446520732,4.70535710425775,118.0736446520732
Regional,Advance,2004,100,NA,0
Regional,Advance,2005,103.585125056839,3.5851250568390043,3.5851250568390043
Regional,Advance,2006,109.413854190401,5.626994349201842,9.413854190400997
Regional,Advance,2007,112.877176184537,3.1653413726831783,12.877176184537007
Regional,Advance,2008,125.051038505409,10.785052153474833,25.051038505408997
Regional,Advance,2009,134.805729947727,7.800568119149265,34.805729947727
Regional,Advance,2010,138.159227795343,2.4876523044802195,38.159227795343014
Regional,Advance,2011,144.024101111288,4.245010202744247,44.02410111128799
Regional,Advance,2012,151.946547163436,5.500777988557841,51.94654716343601
Regional,Advance,2013,157.835749095085,3.8758379453759284,57.83574909508499
Regional,Advance,2014,158.986941144397,0.7293607791087323,58.98694114439701
Regional,Advance,2015,161.19675742316,1.3899357160132797,61.196757423159994
Regional,Advance,2016,158.629884368192,-1.5923850429755624,58.629884368191995
Regional,Advance,2017,169.014238564661,6.54627861441678,69.01423856466101
Regional,Advance,2018,177.187128608383,4.835622201495899,77.187128608383
Regional,Advance,2019,184.165092661063,3.9381890250632203,84.165092661063
Regional,Advance,2020,184.494302737687,0.1787581304725786,84.49430273768701
Regional,Advance,2021,190.418030558015,3.210791733092334,90.418030558015
Regional,Advance,2022,203.030782658906,6.623717335973726,103.03078265890599
Regional,Advance,2023,210.37745223337265,3.618500346722865,110.37745223337265
Regional,Advance,2024,227.79440187461708,8.278905109053097,127.79440187461708
Regional,Advance,2025,232.8950348902707,2.2391388786020787,132.8950348902707
Regional,All tickets,2004,100,NA,0
Regional,All tickets,2005,104.226022195801,4.226022195800994,4.226022195800994
Regional,All tickets,2006,109.326798358352,4.893956475637711,9.326798358351994
Regional,All tickets,2007,114.639437504969,4.8594116231257445,14.639437504968996
Regional,All tickets,2008,120.946744149605,5.501864613006857,20.946744149604996
Regional,All tickets,2009,129.706787726054,7.242893256897649,29.70678772605399
Regional,All tickets,2010,130.836851143995,0.8712446262471295,30.836851143995005
Regional,All tickets,2011,138.54009114085,5.887668443179698,38.540091140849995
Regional,All tickets,2012,147.377858619789,6.379212981716529,47.37785861978901
Regional,All tickets,2013,153.926305113715,4.44330414029146,53.92630511371499
Regional,All tickets,2014,157.513601999094,2.3305288090484884,57.51360199909399
Regional,All tickets,2015,161.095823617705,2.274230017691818,61.09582361770501
Regional,All tickets,2016,162.631974241573,0.9535632826294872,62.631974241573005
Regional,All tickets,2017,166.054379679763,2.104386578438978,66.054379679763
Regional,All tickets,2018,172.272285580332,3.744499791309498,72.27228558033201
Regional,All tickets,2019,177.801875081476,3.2097963305685027,77.801875081476
Regional,All tickets,2020,181.467858687577,2.061836302019372,81.467858687577
Regional,All tickets,2021,185.520963127142,2.2335109197177476,85.52096312714201
Regional,All tickets,2022,193.004763209223,4.033937704900853,93.004763209223
Regional,All tickets,2023,201.3287677423381,4.312849276207566,101.3287677423381
Regional,All tickets,2024,215.0075511415808,6.7942517865846614,115.00755114158079
Regional,All tickets,2025,223.60144627232265,3.9970201442287223,123.60144627232265
Regional,Anytime,2004,100,NA,0
Regional,Anytime,2005,104.473971798905,4.473971798904998,4.473971798904998
Regional,Anytime,2006,110.041794116201,5.329387043897533,10.041794116201004
Regional,Anytime,2007,115.829055027727,5.259148088238917,15.829055027726994
Regional,Anytime,2008,122.832900899391,6.046708979873349,22.832900899391007
Regional,Anytime,2009,132.212550201275,7.636105011935368,32.21255020127501
Regional,Anytime,2010,132.995390894668,0.5921077024845367,32.99539089466799
Regional,Anytime,2011,141.099759937024,6.093721735646201,41.099759937024004
Regional,Anytime,2012,150.425222340907,6.609127051700979,50.425222340907
Regional,Anytime,2013,157.107611810333,4.442333117701349,57.107611810333
Regional,Anytime,2014,161.072847454359,2.5238978546838307,61.07284745435899
Regional,Anytime,2015,164.861286820634,2.3520037213897846,64.861286820634
Regional,Anytime,2016,167.037903728634,1.3202716962704035,67.037903728634
Regional,Anytime,2017,170.269110129508,1.9344150810964027,70.269110129508
Regional,Anytime,2018,176.595373211323,3.7154496649469744,76.595373211323
Regional,Anytime,2019,182.370269801118,3.2701290440290784,82.37026980111801
Regional,Anytime,2020,186.958530183054,2.515903708943163,86.958530183054
Regional,Anytime,2021,191.368665224468,2.3588840996428337,91.368665224468
Regional,Anytime,2022,198.0673330421,3.5003995088614475,98.06733304209999
Regional,Anytime,2023,206.69275532343053,4.354792963005756,106.69275532343053
Regional,Anytime,2024,219.99177114035768,6.434195429886742,119.99177114035768
Regional,Anytime,2025,229.8569592360337,4.484344139118684,129.8569592360337
Regional,Off Peak,2004,100,NA,0
Regional,Off Peak,2005,104.272770691815,4.272770691814998,4.272770691814998
Regional,Off Peak,2006,109.260173627545,4.783034825525639,9.260173627545
Regional,Off Peak,2007,114.276117458262,4.590825425388532,14.276117458261993
Regional,Off Peak,2008,120.0745187155,5.07402717751223,20.074518715500005
Regional,Off Peak,2009,128.512013989267,7.0268824426924965,28.51201398926699
Regional,Off Peak,2010,130.137399903834,1.2647735134730307,30.137399903833995
Regional,Off Peak,2011,137.846164280526,5.923558010524619,37.84616428052601
Regional,Off Peak,2012,146.458627542143,6.247880241404516,46.458627542143006
Regional,Off Peak,2013,152.947932387682,4.4308109084742755,52.94793238768199
Regional,Off Peak,2014,156.117491583247,2.0723125485155416,56.11749158324699
Regional,Off Peak,2015,159.632173639393,2.2513057444763365,59.63217363939299
Regional,Off Peak,2016,161.782689183347,1.3471692422180515,61.782689183347
Regional,Off Peak,2017,163.892989256694,1.304404126300191,63.892989256693994
Regional,Off Peak,2018,169.884510819451,3.655752201439757,69.88451081945101
Regional,Off Peak,2019,175.209365842908,3.134397007574229,75.209365842908
Regional,Off Peak,2020,179.284683291742,2.3259700925394093,79.284683291742
Regional,Off Peak,2021,182.554353764918,1.8237310701301892,82.554353764918
Regional,Off Peak,2022,188.917603095506,3.4856738277423838,88.917603095506
Regional,Off Peak,2023,197.17165659162737,4.369128848172286,97.17165659162737
Regional,Off Peak,2024,210.2332077014601,6.624456747799806,110.23320770146009
Regional,Off Peak,2025,220.173567746876,4.728253996643398,120.17356774687599
Regional,Other,2004,100,NA,0
Regional,Other,2005,101.925222467355,1.925222467354999,1.925222467354999
Regional,Other,2006,106.077796359985,4.074137678688908,6.077796359985001
Regional,Other,2007,107.225667967794,1.0821035571983264,7.225667967793996
Regional,Other,2008,113.277599593734,5.644107181274675,13.277599593733996
Regional,Other,2009,122.69131358864,8.310304975271322,22.69131358864
Regional,Other,2010,123.007362080742,0.2575964694303033,23.007362080742
Regional,Other,2011,134.317021703025,9.194294903145188,34.317021703025006
Regional,Other,2012,143.49722381834,6.834727273518924,43.49722381833999
Regional,Other,2013,149.389237271824,4.106012155986362,49.38923727182399
Regional,Other,2014,153.796677526852,2.950306417997413,53.796677526851994
Regional,Other,2015,155.424688645555,1.0585476519274997,55.424688645554994
Regional,Other,2016,157.089761329557,1.0713051436758547,57.08976132955701
Regional,Other,2017,156.43532077536,-0.41660293367182927,56.43532077536
Regional,Other,2018,163.462371434734,4.491984690250862,63.462371434733996
Regional,Other,2019,166.738074571856,2.003949354442044,66.738074571856
Regional,Other,2020,170.241271252691,2.1010178328077647,70.241271252691
Regional,Other,2021,174.143895370294,2.2924077627511807,74.14389537029399
Regional,Other,2022,NA,NA,NA
Regional,Other,2023,NA,NA,NA
Regional,Other,2024,NA,NA,NA
Regional,Other,2025,NA,NA,NA
Regional,Season,2004,100,NA,0
Regional,Season,2005,104.105402892083,4.105402892083006,4.105402892083006
Regional,Season,2006,108.379686289685,4.105726771964725,8.379686289684997
Regional,Season,2007,113.057804870733,4.316416425624251,13.057804870732994
Regional,Season,2008,118.440936246397,4.761397394738844,18.440936246397
Regional,Season,2009,126.28315894782,6.6212096509508624,26.28315894782
Regional,Season,2010,126.184107369586,-0.07843609477248258,26.184107369586002
Regional,Season,2011,133.524862466509,5.81749576071601,33.524862466509006
Regional,Season,2012,141.856355513288,6.2396567147700495,41.85635551328801
Regional,Season,2013,148.180675540274,4.458256384849514,48.180675540273995
Regional,Season,2014,152.43347942668,2.870012483679186,52.43347942668001
Regional,Season,2015,156.354227519813,2.5721043092891325,56.35422751981301
Regional,Season,2016,157.786259188941,0.9158893186604211,57.78625918894099
Regional,Season,2017,160.197738385277,1.5283201520408658,60.197738385277006
Regional,Season,2018,165.304375661165,3.1877087200859826,65.30437566116501
Regional,Season,2019,169.848582772236,2.748993844171156,69.848582772236
Regional,Season,2020,173.606889202225,2.2127393521021186,73.606889202225
Regional,Season,2021,177.481179943274,2.231645736440813,77.48117994327399
Regional,Season,2022,184.755348887233,4.098557912610205,84.755348887233
Regional,Season,2023,193.21147166992552,4.576929887888541,93.21147166992552
Regional,Season,2024,204.20682264424448,5.690837546697522,104.20682264424448
Regional,Season,2025,207.5988673322128,1.6610829374088556,107.59886733221279
Regional,Super Off Peak,2004,100,NA,0
Regional,Super Off Peak,2005,99.935956601651,-0.06404339834899986,-0.06404339834899986
Regional,Super Off Peak,2006,102.207145789087,2.2726446663126976,2.2071457890869937
Regional,Super Off Peak,2007,111.706426384404,9.294145259588369,11.706426384403997
Regional,Super Off Peak,2008,111.819253082844,0.10100287162686929,11.819253082844
Regional,Super Off Peak,2009,125.154134990769,11.92538989510646,25.154134990768995
Regional,Super Off Peak,2010,134.454095590321,7.430805702294971,34.454095590321
Regional,Super Off Peak,2011,140.206653096596,4.278454651022997,40.206653096596
Regional,Super Off Peak,2012,151.614934822582,8.136762039477695,51.614934822582
Regional,Super Off Peak,2013,162.458829492444,7.1522602193190314,62.45882949244401
Regional,Super Off Peak,2014,171.835679613153,5.771831638824591,71.83567961315299
Regional,Super Off Peak,2015,180.53482818902,5.062480967544732,80.53482818902
Regional,Super Off Peak,2016,180.957819825264,0.23429918785594886,80.95781982526401
Regional,Super Off Peak,2017,183.884670930118,1.617421732688984,83.884670930118
Regional,Super Off Peak,2018,188.700983946246,2.6192031079949802,88.700983946246
Regional,Super Off Peak,2019,195.822386587808,3.773908589470122,95.82238658780801
Regional,Super Off Peak,2020,200.43390228885,2.3549481657318827,100.43390228884999
Regional,Super Off Peak,2021,202.816986200336,1.1889624880184655,102.816986200336
Regional,Super Off Peak,2022,209.332725141815,3.212619940542333,109.33272514181499
Regional,Super Off Peak,2023,221.91755808558605,6.011880337986005,121.91755808558605
Regional,Super Off Peak,2024,236.25544734150552,6.460907996468593,136.25544734150552
Regional,Super Off Peak,2025,253.91501401007335,7.47477650453539,153.91501401007335
